imply,をほのめかす,Her silence seemed to imply that she disagreed.
mixture,混合物,The drink is a mixture of juice and soda.
aware,気づいている、知っている,He became aware of the danger too late.
device,装置、仕掛け,This device helps people with hearing problems.
deputy,代理,The deputy manager took over while the boss was away.
smell,においがする,I love the smell of fresh bread.
overall,全体的な、全部の,"Overall, the trip was a great success."
custom,習慣,It is a local custom to remove shoes indoors.
roll,転がる,The ball began to roll down the hill.
exposure,暴露、さらすこと,Too much exposure to the sun can be harmful.
term,期間,専門用語,I don't understand the meaning of this term.
industry,産業,The country's economy depends on the car industry.
otherwise,さもなければ,"You should study hard, otherwise you will fail the test."
electronic,電子の,He bought a new electronic device for his work.
proud,自慢に思って、誇らしげな,She is proud of her daughter's achievements.
task,仕事,He finished the task before the deadline.
concentration,集中,専念,It is hard to keep your concentration for a long time.
debate,討論,The two sides had a heated debate about the topic.
suggest,を提案する,I suggest we leave early to avoid the traffic.
derive,を引き出す,The word 'photograph' is derived from Greek.
lawn,芝生,He mowed the lawn every Sunday.
compose,を構成する、作曲する,She likes to compose her own songs.
react,反応する,How did you react to the news?
proportion,比率,割合,A large proportion of students passed the exam.
confident,自信のある,She felt confident about her presentation.
manufacturing,製造している,The factory is famous for its manufacturing of cars.
multiple,掛け算する,He has multiple reasons for changing jobs.
chest,たんす、チェスト,He felt a pain in his chest after running.
authority,権威、権力,The teacher has full authority in the classroom.
creature,生き物,They discovered a strange creature in the cave.
wear,身につけている,She likes to wear bright colors.
swear,誓う,He swore that he would never tell a lie.
survival,生存,Wild animals must fight for survival in the forest.
attractive,魅力的な、興味をそそる,She wore an attractive dress to the party.
union,統合,一致,He is a member of the workers' union.
prisoner,囚人,The prisoner was released after ten years.
sight,見ること、視力,He lost his sight in an accident.
expose,明らかにする,Don't expose your skin to the sun for too long.
therefore,それゆえ、だから,"It was raining; therefore, the game was canceled."
prosecutor,検察官,The prosecutor presented strong evidence in court.
present,現在の、出席して,She will present her research at the conference.
publication,出版物,The magazine's latest publication was a big success.
dull,面白みのない、鈍い,The movie was so dull that I fell asleep.
aspect,局面、側面,表情,There are many aspects to consider before deciding.
advice,助言,He gave me some good advice about my career.
fair,公平な,It's not fair to blame him for everyone's mistakes.
via,~経由で,We traveled to Paris via London.
mayor,市長,町長,The mayor announced a new plan for the city.
lose,失う,He tends to lose his temper easily.
judgement,判断,The judge's judgement was based on strong evidence.
observer,観察者,The observer noted every detail of the experiment.
tongue,言葉,舌,He burned his tongue on the hot soup.
defendant,被告人,The defendant stood quietly in the courtroom.
handle,を手で扱う、に対処する/取っ手,She knows how to handle difficult customers.
component,成分,Each component of the machine was carefully checked.
declare,を宣言する、公表する,The country declared independence in 1950.
squeeze,絞る、押しつぶす,He squeezed the orange to make fresh juice.
maintain,を維持する,It's important to maintain a healthy diet.
passage,一節,We read a passage from the novel in class.
bitter,苦い,The medicine had a bitter taste.
whom,誰を,She is the friend to whom I lent my book.
split,割る、裂く,They decided to split the bill evenly.
capable,可能性がある、才能のある,She is capable of solving difficult problems.
habit,習慣,It is a good habit to read every day.
concrete,具体的な,They built a concrete wall around the garden.
remaining,残りの,We spent the remaining time cleaning the room.
depend,依存する,Success often depends on hard work.
dependent,依存している,Children are usually dependent on their parents.
so that,とても...なので,Please speak slowly so that everyone can understand.
argue,だと主張する、感情的に論じる,They argued about who should pay for dinner.
consequence,結果,影響,He didn't think about the consequences of his actions.
outcome,結果、成果,We are waiting to see the outcome of the election.
heritage,遺産,This temple is an important part of our cultural heritage.
ban,を禁止する/禁止,The city decided to ban smoking in public parks.
master,主人,支配人,He became a master of the piano after years of practice.
biological,生物学上の,Humans and animals share many biological features.
voter,投票者,Every voter has the right to choose freely.
landscape,風景、眺め,The mountain landscape was breathtaking.
moment,瞬間,瞬時,Please wait a moment; I'll be right back.
occasionally,時折、たまに,He occasionally visits his grandparents on weekends.
practical,実用的な,She gave us some practical advice about studying abroad.
wipe,を拭く,He wiped the table clean after dinner.
tradition,伝統,It is a tradition to eat noodles on New Year's Eve.
affair,事柄,The scandal became a major public affair.
reward,褒美,報酬,Hard work always brings its own reward.
award,賞,She received an award for her excellent essay.
purpose,目的、目標,The purpose of this meeting is to plan the event.
gather,を集める,We gathered around the fire to keep warm.
respect,尊敬,You should respect your teachers and elders.
advertise,宣伝する。広告する,The company decided to advertise its new product on TV.
eventually,結局は、やがて,"Eventually, he found the courage to speak up."
approval,承認,The plan received approval from the committee.
reach,到着する,It took us three hours to reach the summit.
afraid,心配して、恐れて,She was afraid of the dark when she was little.
commercial,商業の,There were many commercial breaks during the show.
harmful,有害な,Smoking is harmful to your health.
suggestion,提案,I have a suggestion for improving our project.
contrast,対照,"In contrast to his brother, he is very quiet."
coal,石炭,This power plant burns coal to produce electricity.
headquarters,本部,The company's headquarters is located in Tokyo.
absorb,を吸収する,Plants absorb sunlight to make energy.
proposal,提案,The city council rejected the proposal.
consumer,消費者,Consumer prices have gone up this year.
historic,由緒のある、歴史に残る,The historic castle attracts many tourists.
pursue,追い求める、追跡する,She decided to pursue a career in medicine.
immediate,即座の,They took immediate action after the accident.
knee,膝,He hurt his knee while playing soccer.
apply,適用する,You need to apply for a visa before traveling.
existence,存在,He believes in the existence of aliens.
dismiss,を退出させる,The teacher dismissed the class early.
regional,地方の,There was a regional difference in accents.
war,戦争,The war caused great suffering for many people.
factor,要因,Bad weather was a major factor in the delay.
constant,絶え間ない、一定の,He works under constant pressure at his job.
encourage,を勇気づける、励ます,Teachers should encourage students to ask questions.
prayer,祈り、礼拝,She said a quiet prayer before the exam.
forward,前方へ,He looked forward to seeing his family again.
principle,原理,Honesty is one of my basic principles.
supporter,支援者,He is a strong supporter of the local team.
stimulate,を刺激する、元気づける,Coffee can stimulate the brain and keep you awake.
address,住所,Please write your name and address in this box.
accept,受け入れる,I accept your apology.
increase,を増やす、増大させる,There was a sharp increase in prices this year.
remind,に思い出させる、に気付かせる,This note will remind you of the meeting time.
proof,証拠,There is no proof that he broke the rule.
appropriate,適当な,It is not appropriate to talk loudly in the library.
deserve,値する,She deserves to be praised for her hard work.
establishment,設立,The school is a respected educational establishment.
definition,定義,Please give a clear definition of this term.
economic,経済の,The country is facing serious economic problems.
introduce,紹介する,Let me introduce you to my new colleague.
convey,伝える、運ぶ,His speech failed to convey his true feelings.
partnership,共同,提携,The two companies formed a business partnership.
attorney,弁護士,代理人,He hired an attorney to help with his case.
index,索引,Please check the index at the back of the book.
circumstance,状況,環境,"Under these circumstances, we have no choice but to wait."
conversation,会話,We had a long conversation about our future plans.
poet,詩人,She is a famous poet known for her beautiful poems.
craft,工芸、技能,He learned the craft of woodworking from his father.
spill,をこぼす,He accidentally spilled coffee on his shirt.
reject,拒絶する。断る,She decided to reject the job offer.
province,州,They traveled through several provinces during their trip.
admission,入場,入場料,Admission to the museum is free for children.
consumption,消費、消費高,We should reduce our consumption of plastic.
bishop,司教,The bishop gave a speech at the church.
fuel,燃料,Cars need fuel to run.
guess,推測する,I guess it will rain tomorrow.
economy,経済、節約,The country's economy is growing quickly.
construct,を組み立てる、建設する,They plan to construct a new bridge next year.
assistance,支援、手伝い,He offered his assistance to the new students.
implement,実施する/道具,手段,The government will implement the new policy next month.
peak,頂上,The mountain's peak was covered in snow.
sculpture,彫刻,The museum displayed an ancient sculpture.
various,様々な,There are various ways to solve this problem.
symptom,症状,A high fever is a common symptom of the flu.
tribe,部族,The tribe has lived in this forest for centuries.
agriculture,農業,Agriculture is an important industry in this country.
dealer,販売業者,He works as a car dealer in the city.
unlike,と異なって、とは違って,"Unlike his brother, he is very shy."
invent,を発明する,Alexander Graham Bell is famous for inventing the telephone.
treaty,条約,The two countries signed a peace treaty.
trust,信頼 信用,You can trust him to keep your secret.
instruction,指示,指導,Please follow the instructions carefully.
comedy,喜劇,We watched a funny comedy last night.
absolutely,絶対に,I am absolutely sure that he is right.
alliance,同盟、協定,The two countries formed an alliance during the war.
law,法律,It is against the law to steal.
evil,邪悪な,The story is about the fight between good and evil.
chamber,小部屋,The senators met in the chamber to discuss the bill.
suppose,だと思う、と仮定する,I suppose he will be late again.
develop,を発達させる、を開発する,Children develop quickly in their first few years.
remember,覚えている、を思い出す,I will always remember this wonderful trip.
entitle,と題する、権利を与える,This ticket entitles you to a free drink.
significantly,かなり,Prices have risen significantly this year.
confidence,自信,信頼,She has great confidence in her own abilities.
national,国の、国民の,They sang the national anthem before the game.
whenever,する時はいつでも,"Whenever I feel stressed, I go for a walk."
rush,突進する。急ぐ、急ぎ,He had to rush to catch the train.
female,雌の、女性の,There are more female students than male students in this class.
identity,同一性,He is still trying to find his own identity.
independence,独立,自立,The country celebrated its independence day.
match,試合,The colors of your shirt and pants don't match.
fix,固定する,Can you fix my computer? It isn't working.
cooperation,協力,Good cooperation between team members is important.
coalition,連立,連合,The two parties formed a coalition government.
detect,を検出する、を感知する,The machine can detect small changes in temperature.
interior,内部の,The interior of the house was beautifully decorated.
alter,を変える,They decided to alter their plans because of the weather.
retirement,退職 引退,He is looking forward to his retirement next year.
sensitive,敏感な,"This is a sensitive topic, so please be careful."
reply,返答する,She didn't reply to my message yet.
opposition,反対 対立,The opposition party criticized the new law.
export,を輸出する,Japan exports many electronic products.
psychologist,心理学者,She visited a psychologist to talk about her stress.
pension,年金,He receives a small pension every month.
correspondent,特派員,The reporter is a foreign correspondent in Paris.
duty,職務,関税,It is our duty to help those in need.
attach,を貼り付ける,Please attach the file to your email.
personality,人格,性格,She has a bright and friendly personality.
fully,十分に、完全に,I am fully aware of the risks involved.
scheme,計画、案,The company introduced a new marketing scheme.
install,導入する,They installed new software on all the computers.
ingredient,材料、原料,成分,Sugar is the main ingredient in this cake.
flood,洪水,The heavy rain caused a flood in the town.
folk,人々,The museum displayed traditional folk art.
election,選挙,The election will be held next month.
despite,にも関わらず,"Despite the rain, the event was a great success."
revolution,革命,The internet caused a revolution in communication.
promotion,昇進,進級,She received a promotion at work last month.
industrial,産業の,This town has a long history of industrial growth.
dramatic,劇的な,There was a dramatic change in the weather.
lean,傾く、寄りかかる,He began to lean against the wall.
exhibition,展示,We visited an art exhibition at the museum.
compromise,妥協、和解,They reached a compromise after a long discussion.
anxiety,心配,不安,She felt a lot of anxiety before the exam.
relevant,関連のある、適切な,This information is not relevant to our discussion.
observation,観察,Careful observation helped the scientist find the answer.
manager,部長、支配人,The manager praised the team for their hard work.
defeat,負かす、打ち破る,Our team suffered a defeat in the final match.
surgery,手術,外科,He had surgery on his knee last week.
reaction,反応,Her reaction to the news was one of surprise.
abandon,を捨て去る,He decided to abandon the plan.
crisis,危機,難局,The country is facing an economic crisis.
comfort,快適さ/慰める,A warm blanket gave her comfort on the cold night.
wise,賢い,It was wise of him to save some money.
sustain,保持する、続けてする,Trees help to sustain life on Earth.
hire,雇う,The company decided to hire more workers.
slip,滑る,She slipped on the wet floor.
entirely,完全に、全く,I entirely agree with your opinion.
totally,完全に、全く,I am totally exhausted after the long trip.
extensive,広範な,The company made an extensive study of the market.
represent,を表す、を代表する,This flag represents our country.
receive,を受理する、受け取る,I received your letter yesterday.
employ,雇う,The company will employ ten new workers next month.
hang,つるす、掛ける,He decided to hang the picture on the wall.
context,文脈,It is important to understand the context of the story.
famous,有名な,She is a famous actress in Japan.
assumption,想定,仮説,His plan was based on a false assumption.
charge,非難 料金,管理/に請求する,He was in charge of the project.
civilization,文明,Ancient Egypt was one of the world's great civilizations.
aid,援助/助ける,Doctors gave aid to the injured people.
poll,投票,The results of the poll surprised everyone.
scientific,科学の,He is doing scientific research on climate change.
pleasure,楽しみ、喜び,Reading gives me a lot of pleasure.
dislike,嫌がる、嫌い,I dislike waiting in long lines.
environment,環境,We should take care of our environment.
girlfriend,女友達,He introduced his girlfriend to his parents.
coast,海岸,沿岸地域,They spent the day walking along the coast.
evolution,進化、発展,The theory of evolution changed how people understand nature.
recall,呼び戻す。思い出す,I can't recall his name right now.
agreement,同意,They reached an agreement after a long discussion.
county,州,The county holds a fair every summer.
nation,国家,People from every nation attended the conference.
negotiate,交渉する,The two sides continue to negotiate a peace deal.
depth,深さ,The lake has great depth in the middle.
musician,音楽家,She dreams of becoming a famous musician.
threat,脅威,Pollution is a serious threat to our environment.
transform,を変える,Technology has transformed the way we live.
method,方法,They used a new method to solve the problem.
jail,刑務所,拘置所,He was sent to jail for stealing.
university,大学,She studies biology at university.
primitive,原始的な,Early humans used primitive tools made of stone.
emerge,現れる,New problems began to emerge as the project continued.
physical,身体の、肉体の,Regular exercise is good for your physical health.
false,誤った,He gave a false statement to the police.
highlight,目立たせる、最も明るい部分,The report highlighted the need for more funding.
estimate,を推定する、評価する,Scientists estimate that the project will take five years.
reasonable,理性のある,It is reasonable to expect a discount for buying in bulk.
efficient,効率のいい,This new machine is very efficient.
initiative,主導権,独創力,She showed great initiative by starting the project herself.
recommendation,推薦,The doctor gave a recommendation for a healthier diet.
according,による、準じて,"According to the news, the storm will hit tonight."
implication,含み、裏の意味,The implication of his words was clear.
seldom,めったに〜ない,He seldom eats fast food.
pregnant,妊娠している,She is pregnant with her first child.
society,社会,Modern society depends heavily on technology.
breath,息、呼吸,He took a deep breath before starting his speech.
employer,雇用者,My employer gave me a day off for the holiday.
advertising,広告,The company spends a lot of money on advertising.
equipment,装置,設備,The hospital bought new medical equipment.
universe,宇宙,Scientists are still learning about the universe.
addition,追加,"In addition to English, she studies French."
visible,目に見える,The stars were barely visible through the clouds.
opinion,意見,考え,"In my opinion, this is the best solution."
decline,断る、拒否する,Sales began to decline after the holiday season.
male,男性、雄,There are more male workers than female workers here.
somehow,どうにか,He somehow managed to finish the project on time.
suit,適合する,This suit fits you perfectly.
latter,後者の、後半の,"Of the two options, I prefer the latter."
merely,単に,He is merely a beginner at chess.
appearance,出現,外見,Her appearance changed a lot after the haircut.
fairly,かなり、公平に,It was a fairly easy test.
chapter,章、区切り,Let's read the next chapter of the book.
nearby,近くの,There is a nearby park where children can play.
settle,決着させる、解決する,They finally settled their argument.
contribute,に寄付する、捧げる,Everyone should contribute to the success of the team.
foreign,外国の,She has many foreign friends from different countries.
extend,延びる、延長する,They decided to extend the deadline by a week.
policy,政策、方針,The government announced a new economic policy.
cope,対処する,It is not easy to cope with such stress.
religion,宗教、信仰,People practice many different religions around the world.
conclusion,結論,We came to the conclusion that the plan was too risky.
treatment,扱い、処理,The doctor gave him a new treatment for his cold.
alternative,代替物,代案,Walking is a good alternative to driving short distances.
reverse,反対の、裏側の,He tried to reverse the car out of the garage.
former,前の,The former president gave a speech last night.
victim,犠牲者,The victim was taken to the hospital.
distinction,区別、相違,There is a clear distinction between the two ideas.
lab,研究室,The scientist works in a research lab.
literary,文学の,She studies literary works from the nineteenth century.
twin,ふたご,My twin sister and I look very similar.
patient,我慢強い、患者,The doctor examined the patient carefully.
state,状態,He described the state of the economy in his speech.
forever,永遠に,I will remember this trip forever.
propose,を提案する、申し出る,He proposed a new plan to the committee.
pleasant,楽しい,We had a pleasant conversation over dinner.
content,中身,内容,目次,I am happy with the content of the report.
order,命令,Please put the books in order by size.
superior,より優れた,The new phone is superior to the old model.
pretend,ふりをする,He tried to pretend that he wasn't tired.
unique,に類を見ない、唯一の,Each snowflake has a unique shape.
preparation,準備,She spent a lot of time on preparation for the exam.
afford,余裕がある,I can't afford to buy a new car this year.
congress,会議,Congress passed a new law last week.
nuclear,核の,Some countries use nuclear power to generate electricity.
regarding,に関して,He asked a question regarding the schedule.
party,政党,We are going to a birthday party tonight.
finance,財政,The government controls the country's finance.
financial,財政の,She works in the financial department of the company.
intelligently,かしこく,He always acts intelligently in difficult situations.
describe,を述べる、描写する,Can you describe what happened at the meeting?
operate,操作する,The factory workers know how to operate the machines.
embrace,を抱きしめる、を抱擁する,She decided to embrace the new challenge.
resistance,抵抗,The team showed strong resistance against the opponents.
dozen,12の,She bought a dozen eggs at the store.
corridor,廊下,The classroom is at the end of the corridor.
background,背景,He has a strong background in computer science.
strike,叩く、打つ,The workers went on strike to demand higher pay.
educate,教育する。訓練する,Schools work hard to educate the next generation.
fabric,織物,This dress is made of soft cotton fabric.
clerk,事務員,社員,The clerk helped me find the right size.
evidence,証拠,The police found strong evidence at the crime scene.
concentrate,に集中する,You need to concentrate on your studies.
funding,資金調達,The school received extra funding for new books.
extraordinary,普通でない、異常な,She has extraordinary talent for painting.
civilian,民間人,一般市民,The city provided shelter for the civilian refugees.
history,歴史,He is interested in the history of Japan.
maintenance,持続 保全,The car needs regular maintenance every few months.
faith,信頼、信用,She has strong faith in her own abilities.
alike,よく似た,The two brothers look alike.
grammar,文法,He made a small mistake in English grammar.
vehicle,乗り物、車,They bought a new vehicle for the family.
remain,のままである、残る,He decided to remain silent during the meeting.
benefit,利益/に利益をもたらす,Exercise has many health benefits.
length,長さ,The length of the river is over 300 kilometers.
carbon,炭素,Cars release a lot of carbon into the air.
useful,役に立つ,This tool is very useful for gardening.
fat,太った,Eating too much fat is not good for your health.
provision,供給,支給,The new law made provision for free education.
subject,教科,主題,Math is my favorite subject at school.
region,地域,This region is famous for its beautiful mountains.
boundary,境界,The fence marks the boundary between the two gardens.
adopt,を自分のものにする、を取り入れる,They decided to adopt a cat from the shelter.
wisdom,知恵、賢明さ,The old man shared his wisdom with the young students.
express,表現する、を言い表す,She couldn't express her feelings in words.
brick,れんが,The old house was made of red brick.
creation,創造,The invention was a great creation of human intelligence.
greet,を出迎える。に挨拶する,She smiled and greeted her new classmates.
block,を妨げる,The heavy traffic began to block the road.
escape,逃れる、脱走する,The prisoner tried to escape from jail.
obtain,を手に入れる、を獲得する,He worked hard to obtain a good education.
gradually,次第に、だんだんに,The weather is gradually getting warmer.
obvious,明白な,It was obvious that he was tired.
innocent,罪のない、無罪の,The judge decided that the man was innocent.
distribution,分布,配分,The company handles the distribution of the products.
exactly,正確に,I don't know exactly what happened.
continent,大陸,Africa is the second largest continent in the world.
arms,武器,The soldiers put down their arms.
compound,調合する,Water is a compound made of hydrogen and oxygen.
public,公共の,The library is open to the public.
awareness,気づき,There is growing awareness of climate change.
remove,を取り除く、を除去する,Please remove your shoes before entering the house.
opponent,相手,He defeated his opponent in the final match.
neighborhood,近所,They moved to a quiet neighborhood last year.
while,一方で,She read a book while waiting for the bus.
council,議会、会議,The city council meets once a month.
suitable,適した、好都合な,This dress is suitable for a formal party.
secretary,秘書,She works as a secretary at a law firm.
participate,参加する,Many students participate in club activities after school.
politics,政治,He is very interested in politics.
accurate,正確な、的確な,Please give me an accurate description of what happened.
drug,麻薬、薬,The doctor warned him about the dangers of the drug.
strange,奇妙な、異常な,It was a strange feeling to see him again.
conventional,従来の,He has quite conventional ideas about marriage.
organization,組織、団体,協会,She works for a charity organization.
desperate,やけくその,He made a desperate attempt to save the company.
moral,道徳の、道徳的な,It is important to teach children moral values.
intellectual,知的な,He is known for his intellectual achievements.
emphasis,強調,The teacher placed emphasis on good manners.
particularly,特に、とりわけ,I particularly enjoyed the second chapter of the book.
founder,創設者,He is the founder of a successful software company.
consider,について考える、だと見なす,Please consider my request carefully.
emotional,感情の、情緒の,She felt emotional watching the sad movie.
infection,感染,He is recovering from a bacterial infection.
identify,を見分ける,It's hard to identify the cause of the problem.
demand,要求,需要/を要求する,There is a high demand for skilled workers.
given,与えられた,"Given the circumstances, we made the right decision."
transition,遷移,変遷,The country is going through a difficult transition.
author,著者,She is the author of several popular novels.
considerable,かなりの、重要な,There was considerable interest in the new product.
graduate,を卒業する,He will graduate from university next spring.
conduct,行為,The teacher will conduct an experiment in class.
crowd,群衆,A large crowd gathered to watch the parade.
nature,自然,Nature has a powerful effect on our emotions.
broad,広い,The river is broad near the mouth of the sea.
physician,医師、内科医,She went to see a physician about her cough.
persuade,を説得する,He tried to persuade his parents to let him go.
achievement,達成,Winning the award was a great achievement for her.
witness,目撃者,証人/を目撃する,There was no witness to the accident.
face,直面する/顔,He had to face many difficulties in his life.
focus,焦点,The teacher's focus was on improving reading skills.
federal,連邦の,The federal government passed a new law.
associate,結びつけて考える、賛同する,He tends to associate success with hard work.
aim,ねらいをつける,Her aim is to become a professional dancer.
deficit,赤字,The company is trying to reduce its budget deficit.
activist,行動主義者,She became an activist for human rights.
primary,最初の,Her primary goal is to finish her degree.
joy,喜び、歓喜,She felt great joy when she passed the exam.
inspector,検査官,監査人,The building inspector checked the safety of the structure.
actually,実際に、現実に,He actually enjoyed the movie more than he expected.
previous,前の,This is different from the previous version.
variation,変化,There was a slight variation in the test results.
stupid,馬鹿な、愚かな,It was stupid of him to leave the door unlocked.
poverty,貧困,貧乏,The charity works to reduce poverty around the world.
appeal,訴える、告発する,His speech made a strong appeal to the audience.
substance,物質,実態,The bottle contains a strange substance.
regulation,規制,規定,There are strict regulations about food safety.
bare,裸の,The trees were bare in winter.
awake,目を覚ましている,He stayed awake all night studying for the test.
suspect,疑う、だと思う,The police suspect that he stole the car.
battery,電池,The remote control needs a new battery.
income,所得,Her income increased after she changed jobs.
fault,欠点,短所,It wasn't your fault that the meeting was canceled.
tissue,組織,The doctor took a small piece of tissue for testing.
stranger,他人,A stranger asked me for directions.
expensive,高価な、費用のかかる,This restaurant is too expensive for a student's budget.
difference,違い、差分,There is a big difference between the two designs.
percentage,割合,A large percentage of students passed the test.
own,自身の,She has her own room at home.
brief,短い、短時間の,He gave a brief summary of the meeting.
useless,役に立たない、むだな,This old machine is completely useless now.
predict,を予想する、を予測する,It is hard to predict the weather these days.
personnel,人事,職員,The company hired new personnel for the project.
sudden,突然の,The sudden noise scared everyone in the room.
transfer,を移す,He will transfer to a new school next month.
solid,固い、固形の,The ice became solid after a few hours in the freezer.
mess,混乱 錯乱,His room was in a complete mess.
flee,逃げる,The animals fled from the forest fire.
drain,排出させる、排水をする,Water began to drain slowly from the sink.
remark,ことば,She made a kind remark about my presentation.
lecture,講義,The professor gave a lecture on world history.
resolution,解決,決意,They came to a resolution after a long discussion.
desert,砂漠,It rarely rains in the desert.
advocate,提唱する,He decided to advocate for better school lunches.
bet,賭ける,I bet you can't finish this puzzle in five minutes.
characteristic,特有の、独特の,Kindness is one of his best characteristics.
education,教育,Education is important for a bright future.
whatever,なんでも,You can eat whatever you like for dinner.
cause,原因/の原因となる,The cause of the accident is still unknown.
commitment,約束、委託,He made a firm commitment to finish the project.
supply,供給,The store has a good supply of fresh vegetables.
temporary,一時的な,He found a temporary job for the summer.
involve,を含む、を巻き込む,The project will involve many different departments.
meal,食事,We had a delicious meal at the new restaurant.
replace,を取り換える、を交換する,They plan to replace the old bridge next year.
expression,表現,His expression showed that he was surprised.
investor,投資家,The company attracted many new investors.
humanity,人間,人間性,Helping others is a basic part of humanity.
majority,大多数,The majority of students agreed with the new rule.
possess,を所有する,He seems to possess great talent for music.
contribution,寄付,貢献,Her contribution to the project was very valuable.
frequently,頻繁に,He frequently travels for work.
shrug,肩をすくめる,She shrugged her shoulders when asked about the plan.
operator,操作者,He works as a machine operator at the factory.
slightly,わずかに、少し,The price increased slightly this month.
interpretation,解釈,説明,There are different interpretations of this poem.
rely,頼る,You can always rely on your best friend.
whole,全部の,We spent the whole day cleaning the house.
purchase,を購入する/購入,She made a purchase of new shoes online.
summit,頂上,They finally reached the summit of the mountain.
toe,つま先、足の指,He hurt his toe while playing soccer.
hell,地獄,It was a hot as hell day in the desert.
typically,典型的に,People typically eat breakfast in the morning.
admire,を賞賛する,I really admire her courage and determination.
literature,文学,She loves reading classic literature.
issue,問題、(雑誌などの)号,They discussed an important issue at the meeting.
rent,家賃,The rent for this apartment is quite high.
widely,広範囲に,This custom is widely practiced around the world.
satisfaction,満足,He felt great satisfaction after finishing the project.
worry,心配させる、心配する,"Don't worry, everything will be fine."
rub,こする。さする,She began to rub her eyes when she woke up.
disappear,消える、見えなくなる,The magic trick made the coin disappear.
completely,完全に、全く,She completely forgot about the meeting.
reduction,削減,減少,There was a reduction in the number of students.
inflation,膨張,Rising prices are a sign of inflation.
maybe,たぶん、おそらく,Maybe we should leave earlier to avoid traffic.
calculate,計算する,Please calculate the total cost of the trip.
determine,を決める,It's hard to determine who is right in this case.
crop,収穫物,作物,Farmers grow a variety of crops in this region.
prosecution,起訴,告訴,The prosecution presented new evidence in court.
seize,つかむ,Police officers managed to seize the stolen goods.
imagination,想像,Children have a wonderful imagination.
governor,知事,The governor gave a speech about the new policy.
curiosity,好奇心,Her curiosity led her to explore the old house.
rise,上がる,Prices tend to rise during the holiday season.
Mexican,メキシコの,She enjoys eating Mexican food.
tail,尾,The dog wagged its tail happily.
except,を除くのを除いて,Everyone came to the party except him.
lie,横たわる,He told a lie to avoid getting in trouble.
string,紐,糸,She tied the package with a piece of string.
appoint,任命する、指定する,They decided to appoint a new team leader.
military,軍隊の,He served in the military for five years.
conference,会議,They held an important conference last week.
explanation,説明,He gave a clear explanation of the rules.
atmosphere,雰囲気,The atmosphere in the room was tense before the exam.
toward,向かって、のほうへ,They walked toward the station together.
convenient,都合がよい、便利な,It is very convenient to shop online.
examination,試験,She is preparing for her final examination.
sort,種類,There are many different sorts of flowers in the garden.
strongly,強く、激しく,He strongly believes in the importance of education.
fear,を恐れる、恐がる/恐れ,She has a great fear of spiders.
ability,能力,力量,He has the ability to solve difficult problems quickly.
weight,重さ、体重,She is worried about her weight before the summer.
exclude,除く,Please exclude this item from the list.
discipline,しつけ、規律,Good discipline is important for success in sports.
share,分かち合う/分け前,They agreed to share the cost of the trip.
potentially,潜在的に,The plan could potentially save the company money.
extent,程度、大きさ,"To some extent, I agree with his opinion."
discussion,議論,討論,We had a long discussion about the new project.
settlement,移住定住,The two sides reached a settlement after the trial.
enormous,非常に大きい,The concert hall was filled with an enormous crowd.
presence,存在,Her calm presence made everyone feel relaxed.
effective,効果的な,This is an effective way to learn new words.
rapid,急速な,The company achieved rapid growth this year.
basis,土台,根拠,The decision was made on the basis of the survey results.
commander,司令官,The commander gave orders to the soldiers.
radical,急進的な、抜本的な,He has some radical ideas about education.
individual,個人の、個々の,Each individual has the right to express their opinion.
journal,日誌、日記,She writes in her journal every night.
avoid,を避ける、を回避する,You should avoid eating too much sugar.
stake,くい,The company has a large stake in the new business.
possibly,ひょっとすると,He will possibly join us for dinner tonight.
violence,暴力,乱暴,The news report showed the violence in the city.
likely,起こりそうな,It is likely to rain later today.
entertainment,娯楽,There isn't much entertainment in this small town.
opposite,反対の、向こう側の,He has the opposite opinion from mine.
district,地域,He works in the business district of the city.
domestic,国内の、家庭の,This airline mainly serves domestic flights.
pitch,投げる,The coach explained his pitch for the new strategy.
historical,歴史上の,This is a historical building from the 1800s.
bullet,弾丸,The soldier was hit by a bullet during the battle.
revenue,収益,所得,The company's revenue increased this year.
democracy,民主主義,Many countries around the world practice democracy.
legislation,立法,The government passed new legislation on the environment.
breast,胸部,Doctors recommend regular breast examinations for women.
actual,現実の,The actual cost was higher than we expected.
eager,強く望んでいる,She is eager to start her new job.
possible,可能な,It is possible to finish the project by Friday.
proverb,ことわざ,My grandmother often uses old proverbs.
psychological,心理的な,He is dealing with some psychological stress from work.
refugee,難民,The country welcomed thousands of refugees.
origin,起源,The origin of this word is Latin.
transport,を輸送する,Public transport in this city is very convenient.
notion,考え、意見,He has a strange notion about how the world works.
initially,最初は,"Initially, I didn't like the idea, but I changed my mind."
doubt,疑い、疑問,I have some doubt about whether the plan will work.
sigh,ため息をつく,She let out a deep sigh after the long test.
laboratory,実験室,研究所,The scientist works in a laboratory every day.
delight,喜び、歓喜,Her face showed pure delight when she saw the gift.
shortly,まもなく,The bus should arrive shortly.
universal,普遍的な、万能の,Kindness is a universal value shared by all cultures.
surely,確かに,"Surely, you don't believe that story."
labor,労働、労働者,He works long hours doing hard physical labor.
entire,全体の、全部の,She spent the entire day cleaning the house.
blood,血,血液,Blood carries oxygen throughout the body.
wonder,かなと思う,I wonder what she is doing right now.
arise,起こる、現れる,New problems began to arise during the project.
